ner,sample,component,label
Carnarvon Basin,Corporation ' s Brexit-related,-1,0
Greater Poseidon Area,American Waterways Operators Responsible Carrier Program,-1,0
Petsense,Entergy Wholesale Commodities,-1,0
Our Medical,Chemical Industries,-1,0
"DCP Midstream, LLC","MIPC, LLC",-1,0
Data Management,Our International Networks,-1,0
Telefe ( r ),RenewLife ( r ),-1,0
Anaplasma,Transplant Diagnostics,-1,0
Beam Suntory Inc.,"Metris, Inc.",-1,0
JP Morgan Chase,New York Life Insurance Company,-1,0
"EDF Energy Services, LLC",Exelon Business Services Company,-1,0
( QuickFix ),"( AXA, Kryptonite and Trelock )",-1,0
GRAVITAS-301,AMGEVITA TM,-1,0
"The Interpublic Group of Companies, Inc.","American Proteins, Inc.",-1,0
"The TriZetto Group, Inc.","Four Twenty Seven, Inc.",-1,0
Coors Distributing Company,Verizon Communications Inc. and Subsidiaries,-1,0
DIAGNOSTICS,CANADIAN ABORIGINAL,-1,0
Goldman Sachs,Dean Foods,-1,0
DANZ 2017,DAF,-1,0
Enterprise Risk Management Committee,Operations In Management,-1,0
The Kroger Company,The Portman Group,-1,0
Diagnosis Related Group,Heart Disease and Stroke Statistics,-1,0
Emissions Performance Standards program ( EPS ),"Specialties, Aromatics and Styrenics ( SA & S )",-1,0
Partner Re,Everest Security,-1,0
BCBS-branded,BIG-IP iSeries,-1,0
( IR ),( CCRO ),-1,0
( AS 9100 ),( IDIQ ),-1,0
Ultraspray ( r ),ExpressSun ( r ),-1,0
Rolled Products,Commercial Aerospace-Amphenol,-1,0
SVP Global Supply Chain,Global Freight Forwarding,-1,0
DownREIT Partnership,Delaware Basin Wolfcamp,-1,0
Wallace on Sunset,Fleet Service,-1,0
New York Mercantile Exchange,Vector Pipeline Partnership,-1,0
Heinz,Sioux,-1,0
Fitzpatrick,Marmon,-1,0
BHC Act,FCRA-The Fair Credit Reporting Act,-1,0
SEGMENT,SHAREHOLDER DATA,-1,0
Domino ' s Pizza,"Regions ( and, pursuant to the Tailoring Rules, its depository institution subsidiary, Regions Bank )",-1,0
A10,Arrow FAST1,-1,0
iLab,Datalogic,-1,0
International Brotherhood of Teamsters,Interamerican Motor Corporation ( IMC ),-1,0
WTVD,KTE-X19,-1,0
"( i. e., Network Alliances )","( defined to include other U. S. G-SIBs, foreign G-SIBs, and nonbank systemically important financial institutions supervised by the Federal Reserve )",-1,0
( REMS ),( BTIC ),-1,0
MK-3475,P-17,-1,0
FedEx Cares,FedEx Standard,-1,0
Truth in Lending Act,"Credit Card Accountability, Responsibility",-1,0
Midwest Region,First Floridian Auto and Home,-1,0
Investors and Asset Managers,Protectants & Cleaners,-1,0
EFT,EDGX,-1,0
Court of Appeals,Office of Naval Research,-1,0
Ingram Micro,Metro Optical Networks,-1,0
Code.,1.,-1,0
Bouygues,Buck Consultants ( an HIG Capital Company ),-1,0
Henry Schein Inc.,Docker Inc.,-1,0
Celebrity Apex,Energex ( r ),-1,0
Modelo Chelada,ITero Scanner,-1,0
United States House of Representatives,United States Environmental Protection Agency ( USEPA ),-1,0
CE-M715,E-mini Russell 2000,-1,0
Legacy,Liberty,-1,0
GVHD,EDTA,-1,0
Mitsubishi Corporation RtM Japan Ltd.,Garmin ( Europe ) Ltd.,-1,0
BRASSCRAFT ( r ),TAUBMANS ( r ),-1,0
DSMA,MAS,-1,0
Prime Therapeutics,Tricuspid Therapies,-1,0
Oracle WebLogic Server,Oracle Autonomous Database,-1,0
Alexion Rhode Island Manufacturing Facility ( ARIMF ),Northwest Advanced Renewables Alliance ( NARA ),-1,0
ImmunoDiagnostics,Europeans Union ' s Electromagnetic Compatibility,-1,0
Mississippian Barnett,Pacific Greystone Corporation,-1,0
Hitec-Imaging,Garmin-owned Navionics ( r ),-1,0
AH-1Z,UAT-based ADS-B,-1,0
Venetian Society,Specialty Restaurant Group,-1,0
WVCY,"NBCUniversal Media, LLC",-1,0
Bournemouth University,Santa Clara University,-1,0
A + E Television Networks ( A + E ),Green Mountain Coffee ( A ) and McCafe,-1,0
Protective Life Insurance Company,Protective and Marine Coatings,-1,0
U. S. Municipal Bond Market,U. S. Insurance Regulation,-1,0
Property & Casualty Operations CNA,Prudential Annuities,-1,0
"Audit, Compensation and Management Development","Comprehensive Environmental Response, Compensation and Liability Act",-1,0
Medicare Service Operations,UnitedHealth Group Operations,-1,0
"Tongfu Microelectronics Co., Ltd",Mitsubishi Electric Corp.,-1,0
Alogliptin,Empliciti,-1,0
Air Traffic Control,Airlines Reporting Corporation,-1,0
MVDDS,s DISCOUNTS,-1,0
The Creative Group ( r ),Fleetguard ( r ),-1,0
Accuride Corporation,International Paper Company,-1,0
and Jobs Creation Act of 2011 ( Pipeline Safety Act ),Prescription Drug Marketing Act ( PDMA ),-1,0
DVH,SVB Growth,-1,0
Global Consumer Services Group ( GCSG ),Clean Energy Standard ( CES ),-1,0
Nobivac,Liryc,-1,0
PUREVAC,PERIMOUNT,-1,0
Spectrum Brands,Hunter Fan Company,-1,0
REGULATION,RETI,-1,0
"DBSD North America, Inc.","The Home Depot, Inc.",-1,0
TECH-NET Professional Auto Service ( r ),Specimen Gate ( r ) Informatics,-1,0
Agriculture & Turf Division-Europe,Automotive and Maritime & Trade,-1,0
Shore,Session M,-1,0
Proteus Digital Health,UroLift System,-1,0
Choices ( ETC ),Business Continuity Management System ( BCMS ),-1,0
EOG Resources Trinidad Limited,"Entergy Utility Holding Company, LLC",-1,0
European Union Medical Devices Directive,Shareholder Rights Directive II,-1,0
West African Gas Pipeline Company Limited,Our Natural Gas Pipeline,-1,0
Jo Malone London,Clark Thomson,-1,0
Global Client Services,Managed Services,-1,0
Compensation & Benefits Committee,Audit and Compensation Committees,-1,0
Princess Cruises,Heritage Brands,-1,0
Chevron,Citigroup,-1,0
Engineered Systems,Enterprise Risk Management,-1,0
Partner Units,Credit Facility,-1,0
Geodis,Verizon Media Products and Solutions,-1,0
myfun. com,northropgrumman. com,-1,0
Discipline,FirstEnergy Utilities ( B ),-1,0
RUC,SMCR,-1,0
Appalachia Midstream Investments,Rattler Midstream GP LLC,-1,0
Hess-30,Hillenbrand Inc. ( Coperion ),-1,0
Treasury Services,Field Service Management,-1,0
Double Shot at Love,Keysight Leadership Model,-1,0
Myasthenia Gravis,Sweeny Fractionator,-1,0
Bustelo,Baraclude,-1,0
Yokogawa Electric Joint Venture,"RSA Data Security, Inc.",-1,0
Ralph Lauren Corporate Foundation ( formerly known as the Polo Ralph Lauren Foundation ),National Cancer Institute Cancer Therapy Evaluation Program-sponsored SPRINT Phase 2 Stratum 1,-1,0
BNU,Banjo,-1,0
MarketWatch Premium,BaseSpace Informatics Suite,-1,0
Horizon-provides,Prairie Wind,-1,0
PJM,MYLTIP Awards,-1,0
Third Bone Spring,Tropical Thunder ( r ),-1,0
and Diversity,CMS Energy and Consumers-The Triple,-1,0
Colorectal,Global Nalco Water,-1,0
Tilapia-1,Champix-Sutent-Xtandi-Vyndaqel,-1,0
Delta One ( r ),Play ( r ),-1,0
Ad Age Agency A-List,FDA Quality System Regulation,-1,0
Class,Diamond Source Warranty Protocol,-1,0
Medical Group,Global Business Services,-1,0
Device,Benefits Delivery and Administration,-1,0
CF Toronto Eaton,DowDupont Inc,-1,0
Petrochemical Co.,American Enterprise Investment Services Inc,-1,0
IDE,EGRP,-1,0
"LVB Acquisition, Inc.","Willis Securities, Inc.",-1,0
Berkley Re Asia Pacific,Fortinet Security Fabric Platform,-1,0
SIMI,IMBRUVICA,-1,0
Ingersoll-Rand plc ( Plc or Parent Company ),"Cooper Companies, Inc. ( Cooper, we or the Company )",-1,0
Power Systems,Water Infrastructure,-1,0
1980,Medical Device Amendments of 1976,-1,0
MDUFMA,PUIA,-1,0
9Lives,Siren Retail,-1,0
Genentech / Roche,Homesense ( Europe ),-1,0
Americas Publishing,Public Companies Practice Group,-1,0
The Real McCoy,Ryan Homes,-1,0
Simba,MicroSense Polar Kerr,-1,0
New York Flagship,North America ( Transmission Joint Ventures ),-1,0
Cold-EEZE,EQUATE,-1,0
ThinPrep5000,AirFit N20,-1,0
GALILEOS,PEERLESS,-1,0
"Thermo Fisher Scientific, Inc.","Tradebot Systems, Inc.",-1,0
Holding Company Act,Broadridge Corporate Issuer Solutions,-1,0
Consolidation,Competitive Electricity Market,-1,0
ABD,ADP Comprehensive Outsourcing Services ( ADP COS ),-1,0
UnitedHealth Group Incorporated,Fidelity National Information Services,-1,0
MarketAxess Colombia Corporation,TransColorado,-1,0
Iron Mountain,TRW Automotive,-1,0
CDP,AEP OnSite Partners,-1,0
Trax ( r ) ARM,OmniMap ( r ) RS,-1,0
U. S. Bank 401 ( k ) Savings Plan,U. S. DOE 50001 Ready,-1,0
FuelContent,CenterPoint Energy ( indirectly through CNP Midstream ),-1,0
Garmin US-patented,"Trumpf Medical ( a division of Hill-Rom Holdings, Inc. )",-1,0
"( Thailand, Myanmar, Laos, Cambodia and Vietnam )",( within Other Safety and Industrial ),-1,0
Therapeutic CGM,Diagnostic Imaging Systems,-1,0
D.,U. S. G-SIBs,-1,0
Mastercard Incorporated,Integrated Medical,-1,0
Cerner Millennium ( r ),Lake Winds ( r ) Energy Park,-1,0
Embedded Business Unit,Engineered Fastening,-1,0
Empire City Casino,El Paso Exploration & Production Company,-1,0
Atlantic Coast Pipeline Project,Gulf Coast Fractionators,-1,0
Ensenta Corporation,"KLA-Tencor Corporation ( "" KLA-Tencor "", presently named KLA Corporation )",-1,0
Totex Incentive Mechanism ( TIM ),Import Direct ( r ),-1,0
DXC Technology,"( e. g., the Express Scripts business of Cigna Corporation, OptumRx, Prime Therapeutics, MedImpact, Humana and PillPack )",-1,0
Luxembourg Commission de Surveillance du Secteur Financier,Ecole Central de Paris ( France ),-1,0
IP and Data Services,Application Services,-1,0
Asia Pacific Joint Venture,Verily Life Sciences LLC ( an Alphabet Company ),-1,0
CGRP,DZP,-1,0
INCB62079,CA224-047,-1,0
Compaq Financial Services Corporation,Cigna Corporation,-1,0
Engines,Machine Automation Solutions,-1,0
Generation,Transportation Products,-1,0
Quaker Foods North America ( QFNA ),New York Transco LLC ( NY Transco ),-1,0
WUPA-TV,GLPG-1972,-1,0
NAIR ( r ),S ( r ),-1,0
Fraud Alert,Federal False Claims Act,-1,0
PEMEX,PSEG Utilities and Clean Energy Ventures-Services,-1,0
UnionPay,eBay Classifieds,-1,0
CKD,FTDI,-1,0
CCH ' s ProSystems,Citrix Content Collaboration-provides,-1,0
DFARS,VRSN,-1,0
Arista CloudVision,SAP Cloud Platform,-1,0
Aflac Duck,AMD Radeon ( tm ) Pro,-1,0
Protiviti Inc.,"nuTonomy, Inc.",-1,0
Smartwool,Swissotel Chicago,-1,0
REGN-EB3,BRAINERD ( r ),-1,0
California ' s RPS,America ' s Water Infrastructure Act of 2018 ( AWIA 2018 ),-1,0
PSEG Power ' s New Jersey,Applied ' s Semiconductor Systems,-1,0
Zelle ( r ),Wisely ( r ) Direct,-1,0
Motorola Inc.,"Roku, Inc. Tubi",-1,0
Vinci Xi,Unity Lab Services,-1,0
TVE,EDGX,-1,0
Atria Board of,Stratas Foods LLC,-1,0
DMD,DIMP,-1,0
A. O. Smith Corporate Governance Guidelines,"Governance, Membership and Public Affairs Committee",-1,0
One South Market,"Southland Tube, Inc.",-1,0
Computershare Investment Program,Trade Management Services,-1,0
"Samsung BioLogics Co., Ltd. ( Samsung BioLogics )","Nutrition & Biosciences, Inc. ( presently a wholly owned subsidiary of DuPont )",-1,0
Fiduciary Trust Company International,PGIM ' s Institutional Relationship Group,-1,0
Starbucksreserve. com,walmart. com,-1,0
Health Benefit Management Services,Health & Life Sciences,-1,0
Starbucks-and Teavana-branded,Grab ( the leading ride hailing company in Southeast Asia ),-1,0
NIKE Investor Relations,Intuit ' s Consumer Group,-1,0
Broadway Avenue Unit 2,Everest National Insurance Co,-1,0
Eletropaulo,Praluent,-1,0
Kunshan,Asahi Kasei Corporation,-1,0
Streamsong Resort ( r ),Prismacolor ( r ),-1,0
Netflix,"Google, LLC",-1,0
Truist and Truist Bank,Prudential Investments,-1,0
Lincoln MoneyGuard ( r ),SenseAware ( r ),-1,0
Health and Safety,Health Information Technology for Economic and Clinical Health,-1,0
Casenet,Mastercard-branded,-1,0
SMP,IPPS,-1,0
( DSM ),( TMA ),-1,0
Sky Sport News,Yahoo Sports,-1,0
Hampton Guarantee,Dow Jones Sustainability North America Index,-1,0
IMO,IRT,-1,0
NAIC ' s Life Insurance and Annuities ( A ) Committee,Everest Dublin Insurance Holdings Limited ( Ireland ),-1,0
Elevate Provider Network ( r ),Cisco Digital Networking Architecture ( DNA ),-1,0
Sky News Live,CBSNews. com,-1,0
DDX,DPL,-1,0
National Stroke Association,Radiation Control Regulations,-1,0
Polynt SpA,Protective and Marine Coatings,-1,0
Nicotine,"Nantong Acetic Acid Chemical Co., Ltd",-1,0
Agrilectric,Amcor Rigid Packaging Latin America,-1,0
eSports,Snapshot,-1,0
Dassault Systemes SolidWorks Corp.,"Zimmer Biomet Holdings, Inc. ( Zimmer )",-1,0
"South Africa ( collectively, the Africa Assets )",Joint Audit Committee ( including the CME Group ),-1,0
Western U. S,U. S.-China Business Council,-1,0
( formerly known as Interline ),Simply Asia ( r ),-1,0
Mycogen,Magma Global,-1,0
"( e. g., Synchrony Car Care or CareCredit )",( as compared to the predecessor Medical Device Directive ),-1,0
( including our Code of Business Conduct and Ethics and Apache ' s Corporate Governance Principles ),Financial Services Information Sharing and Analysis Center,-1,0
ARNC,ARRIS,-1,0
ADP TotalSource,Taptone ( r ),-1,0
LCN ( r ),TufCOR ( r ),-1,0
"( except in Mexico, Japan, and Korea )",( including CRVO and BRVO ),-1,0
TAP Air Portugal,Turkish Airlines,-1,0
Arista CloudVision ( r ),Serelisa ( r ),-1,0
BD ' s Preanalytical Systems,EMA ' s Pharmacovigilance Risk Assessment Committee,-1,0
Dplay,Epi,-1,0
FPGA,FTG Five-Star,-1,0
"Janssen Pharmaceuticals, Inc.",Pharmaceutical Distribution,-1,0
Facility,Deposition Business Unit,-1,0
"ONE Brands, LLC","NRG Yield, Inc.",-1,0
IN-OVATION,INSPIRIS RESILIA,-1,0
Eolica Mesa La Paz,Mayasa,-1,0
Telemetry,Agilent ' s Electronic Measurement Group,-1,0
GNC,GSK,-1,0
Japan Patent Estate,International Healthcare Laws,-1,0
Florida Regions,Wynn Resorts Finance,-1,0
Our Towers,Our Oncology Systems,-1,0
United Steel Workers of America,Monterey One Water ( formerly known as the Monterey Regional Water Pollution Control Agency ),-1,0
ASML Holding N. V.,AIG Europe S. A.,-1,0
"Highland Associates, Inc.","Ingram Micro, Inc.",-1,0
New York State Electric & Gas,New York Post,-1,0
Ervebo,SureForm 45,-1,0
Altra Industrial Motion Corp.,"General Motors Financial Company, Inc. ( GM Financial )",-1,0
Mortgage Electronic Registration Systems,Electric Service Provider,-1,0
Saudi,Hansen,-1,0
Spectrum ICT,PreNAT II,-1,0
FSCAs,ICA,-1,0
Conway-to,Monster Dragon Tea ( r ),-1,0
"Arbor Biotechnologies, Inc","Analog Devices, Inc. ( we, Analog Devices or the Company )",-1,0
Association of Flight Attendants ( AFA ),Occupational Safety and Health Act of 1970 ( OSHA ),-1,0
HOLLY ENERGY PARTNERS,OWNERSHIP,-1,0
Clean Power Alliance of Southern California,Unit Power Sales Agreement,-1,0
CFDA,CFM International ( CFM ),-1,0
G-SII,SFI Forest Management Standard,-1,0
Dana Incorporated,Fair Isaac Corporation,-1,0
Ferrocarril y Terminal del Valle de Mexico,PerkinElmer ' s GSP ( r ) Neonatal Creatine Kinase-MM,-1,0
Independent Bulgarian Electricity Exchange,Share Exchange,-1,0
Star Trek,Harvard Business School,-1,0
Family Dollar,Food Network Kitchen,-1,0
glaceau,AccuProbe,-1,0
"American Fruits and Flavors, LLC",Lubricants and,-1,0
SPINBRUSH ( r ),STERIMAR ( r ),-1,0
American Rivers and Alabama Rivers Alliance,Ameren Illinois Natural Gas,-1,0
Regulatory Compliance Committee,Basel Committee on Banking Supervision ' s ( BCBS ),-1,0
i-Frac CEM,Lura-Flex ( r ),-1,0
Dodd-Frank,Federal Reserve Bank,-1,0
Good Hands Rescue,Our Business Solutions,-1,0
Customer Information Control System,Corporate & Investment Banking,-1,0
PricewaterhouseCoopers LLP UK,Credit Suisse First Boston,-1,0
VillageMD,Kingdom / Harmony Suite,-1,0
Micromass Limited,MicroSense Polar Kerr,-1,0
Google Cloud Platform,Global Solutions,-1,0
"SAIC General Motors Sales Co., Ltd. ( SGMS )",Stagecoach Gas Services LLC ( Stagecoach ),-1,0
Owens & Minor,Boyce & Bynum Pathology Laboratories,-1,0
Iroquois,Harris Night Vision,-1,0
Russell,Applied Insurance Research Touchstone ( r ),-1,0
Certificates,Indemnification Agreements,-1,0
OXY,OUR BRANDS,-1,0
Captive Management Group,Family Physicians Group,-1,0
Troll Field,KFC Division,-1,0
Medicaid Medicaid,Medication Delivery Solutions,-1,0
WML,Marsh ' s HNW,-1,0
Explore,Global Human Resources & Employee Communications,-1,0
Starbucks Coffee China,"Janssen Pharmaceuticals, Inc",-1,0
Prolexic,Pomalyst,-1,0
Non-Vessel,"NVR Mortgage Finance, Inc.",-1,0
AIDA Selection,MedallionNet,-1,0
Foretrex ( r ),Sofprene ( r ) T,-1,0
PWI Technologies,TechnipFMC ' s RLWI,-1,0
ISOs,CISA,-1,0
ALICO,ATEC,-1,0
SolvNet,FortiOS,-1,0
Navy ' s Independence-variant Littoral Combat Ship ( LCS ),Nat Geo Mundo ( collectively the National Geographic Channels ),-1,0
West Texas-ALDC,( TrAIL the Line & Black Oak SVC ),-1,0
Rio Tinto ( Rio Tinto Joint Venture ),"Kioxia Corporation ( "" Kioxia, "" formerly known as Toshiba Memory Corporation )",-1,0
Compuware Corporation,"Constellation NewEnergy, Inc",-1,0
SPOT,PULSION Medical Systems SE,-1,0
METI,CDI,-1,0
Newmont Center,NetApp SANtricity,-1,0
Unum Limited,Altus Midstream LP,-1,0
Carbon Competitiveness Incentive Regulation ( CCIR ),Patented Medicine Prices Review Board ( PMPRB ),-1,0
HPE Recovery Manager Central,"Retrieval-Masters Credit Bureau, Inc.",-1,0
Our Cloud,Our Health Care Enterprises,-1,0
University of Wyoming,Government of Vietnam,-1,0
UltraFlex,Fluoroscan Insight FD,-1,0
PCT ( r ),Tigex ( r ),-1,0
DVLs,LVADs,-1,0
Regulation-Reforming,Protecting our Infrastructure of Pipelines and Enhancing Safety Act of 2016,-1,0
Caribbean Nitrogen Company Limited,Shell Oil Company,-1,0
"( refer to "" Regulatory Capital Adequacy and Liquidity Standards "" in this "" Supervision and Regulation "" section and under "" Capital "" in "" Financial Condition "" In our Management ' s Discussion and Analysis In this Form 10-K for a discussion of Basel III )","Economic Growth, Regulatory Relief, and Consumer Protection Act ( the Regulatory Relief Act )",-1,0
Comerica Bank Tower,AmerisourceBergen Corporation,-1,0
R1000 Series,NetApp E-Series,-1,0
NIV,ImmunoCAP,-1,0
and Privacy,Cardiac and Vascular Group,-1,0
Amazon Web Services ( AWS ),Ansys Workbench ( already a leading pre-and post-processor for LS-DYNA ),-1,0
GTE Corporation,Sara Lee Corporation ( the predecessor to Hillshire ),-1,0
Intercontinental,National Pool Tile ( NPT ),-1,0
Visa Europe Limited,IP Europe,-1,0
She ' s Next,ADP ' s Human Resources Management Solutions,-1,0
Michael Kors Collection,"Hier Design, Inc.",-1,0
Fine Living Network,Flexible Technologies,-1,0
LANZ,TARZAN ( r ),-1,0
Panama Canal Railway Company,Lincoln National Corporation,-1,0
CK-MM,KMC Systems,-1,0
Invesco ' s Jemstep,"Entergy Mississippi, LLC",-1,0
Regent,Genuine Parts Company,-1,0
Travel & Living,Marketing & Communications,-1,0
"PerkinElmer, Inc.","Proterra, Inc.",-1,0
PROTO ( r ),LENOX ( r ),-1,0
Lam ' s SABRE Electrofill ( r ),LightTools ( r ),-1,0
NBA 2K League,KLA Instruments Corporation,-1,0
Trump Administration,and Job Creation Act of 2011,-1,0
PRB,SCB,-1,0
Environmental Protection Agency ( EPA ),EU ' s General Data Protection Regulation ( GDPR ),-1,0
ShipCenters,Containerboard Mills Engineering and Process Technology,-1,0
jbhunt.,gardnerdenver.,-1,0
Wildhorse Mountain,Boise Cascade Corporation,-1,0
Azamara Pursuit,Traditional Life Insurance,-1,0
Exome,SurePath SM Income,-1,0
Flo,Fypon,-1,0
Polo Blue,Nobilo Wine Transaction,-1,0
FOREIGN,RENEWABLES,-1,0
Southwest,North America Supply Chain,-1,0
IBM Global Services,Global Switch Holdings Limited,-1,0
Huntington Private Bank,Community Banking,-1,0
State Corporation Commission of Virginia,Utah Commission,-1,0
Blue Chip Growth,Newmont Goldcorp,-1,0
South America SBU,Bemis North America,-1,0
General Re Corporation,Dexmet Corporation,-1,0
BASF,ATEC,-1,0
"Bentley Systems, Inc.","Tenneco, Inc.",-1,0
Arial ( r ),Alexia ( r ),-1,0
North American,South America,-1,0
( Ikspiari ),"( Q6, X7, Milre )",-1,0
Assurance IQ,Aflac Dental and Vision,-1,0
New Jersey Department of Environmental Protection,U. S. Department of Homeland Security,-1,0
International Traffic in Arms Regulations,"Economic Growth, Regulatory Relief, and Consumer Protection Act ( the Regulatory Relief Act )",-1,0
Architecture,Intelligent System Design,-1,0
CSCI,BSCR,-1,0
Oak Hill Advisors,"DCP Midstream, LLC ( DCP Midstream )",-1,0
University of Pittsburgh Medical Center,Centers for Medicare & Medicaid Services ( CMS ),-1,0
Simponi,Piccotac,-1,0
Microsoft AX Dynamics 365,Revolution Maxima CT,-1,0
Relationship Management,Platforms and Services Division,-1,0
Chipset Market,Procket Networks,-1,0
Diagnostics and Genomics Group,Institutional Clients Group,-1,0
"EMEA ( Europe, the Middle East and Africa )",EMEA Enterprise Solutions,-1,0
Sabra,Magna,-1,0
National Committee for Quality Assurance ( NCQA ),Clean Air Visibility Rule ( CAVR ),-1,0
"ProQuad ( Measles, Mumps, Rubella and Varicella Virus Vaccine Live )",Diabetes Control and Complications Trial,-1,0
Impella CP SmartAssist,AEP Transmission Holdco,-1,0
Telford,Peabody Energy,-1,0
SilverCore,LitePoint Corporation,-1,0
2030 Goals,EPA ' s Natural Gas STAR Program,-1,0
Termoelectrica del Penoles ( TEP ),Coronus ( r ),-1,0
Our Meraux Refinery,Genuine Parts Company,-1,0
AHR,RJ BANK,-1,0
Washington Parish Energy Center,Wind Energy Development,-1,0
Pipeline Safety Improvement Act,Community Reinvestment Act of 1977,-1,0
CALVIN KLEIN JEANS,HOLLY ENERGY PARTNERS,-1,0
Cameron LNG JV,"( PPL, LKE and LG & E )",-1,0
EchoStar Tracking Stock,Safran Aircraft Engines,-1,0
Blocks,Lloyd Shoals,-1,0
Rod & Refining Operations,Oil & Transmission,-1,0
"Wells Fargo Clearing Services, LLC","Sherman Group Holdings, LLC",-1,0
Concept Laser,Docker,-1,0
"PerkinElmer, Inc. ( PerkinElmer )","WestRock Company ( formerly known as Whiskey Holdco, Inc. )",-1,0
Tonnage,Board of Waste Management and Fluence,-1,0
Reduction Scheme for International Aviation,Center for Simulator Maritime Training,-1,0
Royalty Pharma,PharMerica,-1,0
American Express Global Business Travel,United Business Media,-1,0
P & C,M & T Real Estate,-1,0
Veterinary Medicinal Products,Arconic Rolled Products Corporation,-1,0
Tata Motors Limited,Suntory Holding Limited,-1,0
( comprised of Banjo ),ProClassic ( r ),-1,0
DesignWorks,FOX Sports College Properties,-1,0
Jersey Shore,Eagle Ford Shale,-1,0
Reconciliations,Nationally Recognized Statistical Ratings Organizations,-1,0
NICO Primary,ICAT Managers,-1,0
UNIFI TM,NAPA AUTO,-1,0
Keysight ' s Leadership Model,Asset Performance Solutions ( formerly Schlumberger Production Management ),-1,0
Integrated Risk Management,Medical Management,-1,0
Other,Everett Transaction,-1,0
Badger Meter,Transcatheter Mitral and Tricuspid Therapies,-1,0
NextSeq 550,RaySearch Laboratories AB,-1,0
Cannes Lions,Partners Foundation,-1,0
Suavitel,Stilmas,-1,0
European Union for Railway Agencies,Market in Financial Instruments Directive ( MiFID II ),-1,0
TKL,LABEL,-1,0
Enterprise Nearline,Invisalign First,-1,0
U. S. DoD,U. S. Corona Extra,-1,0
Pullmantur Holdings,Nexant Inc.,-1,0
FlightSafety,"CityCenter ( Aria, Vdara and Veer )",-1,0
Fruit Roll-Ups,Pro-Cut,-1,0
Lifetime,Momentive,-1,0
NetApp-managed,VetScan ( r ),-1,0
Children ' s Online Privacy Protection Act of 1998,California Privacy Rights Act,-1,0
RL,ROE,-1,0
Zhuhai Cellulose Fibers Co. Ltd,"Lotus Pharmaceutical Co., Ltd.",-1,0
Elavon Inc. ( a subsidiary of U. S. Bancorp ),( including KeyCorp ),-1,0
Lincoln LifeElements ( r ),MoneyPass ( r ),-1,0
"Dell Technologies, Inc.","Nanosys, Inc.",-1,0
FOX Sports College Properties,Santee Cooper,-1,0
"Nutanix, Inc.","Arkray, Inc.",-1,0
FOX NOW,FCX,-1,0
Oilfield Equipment of,Florida Regions and Natural Gas Business,-1,0
VIDA ( r ),IMPACT ( r ),-1,0
Steridose,ProMedica,-1,0
IHS Markit,Aon InPoint,-1,0
( WHO Group I ),New Drug Application ( NDA )-approved,-1,0
Taltz,Rozibafusp,-1,0
Teledyne e2v,"eBay, Inc",-1,0
UAW,IACS,-1,0
EUR1.,U. K. Information Commissioner ' s Office,-1,0
Oil and Gas Data,Columbia Gas Transmission Corporation,-1,0
Las Vegas Operations,Worcester Controls,-1,0
Avatec,Agilent CrossLab Manufacturing,-1,0
CFF,FBS,-1,0
RPM ( r ),VISA ( r ),-1,0
Sacagawea,Stag Logo,-1,0
EQ Shareowner Services,IDS Financial Services,-1,0
New Markets and Alliances Group,"The PNC Financial Services Group, Inc.-2019",-1,0
"Columbia Management Investment Advisers, LLC","Sempra Solar Holdings, LLC",-1,0
Connect,Encompass,-1,0
Kioxia Holdings Corporation ( formerly Toshiba Memory Corporation ),"CDP ( formerly, the Carbon Disclosure Project )",-1,0
Jabil Circuit,SiTime Corporation,-1,0
Towers Perrin Forster and Crosby,Berkley Insurance Asia,-1,0
Archer-Daniels-Midland Company ( the Company or ADM ),Ameriprise Trust Company,-1,0
Viatran,"Integrand Software, Inc.",-1,0
U. S. Department of the Treasury,"U. S. ( primarily through DETI, DECG and Dominion Energy Questar Pipeline )",-1,0
Cline,Bluestone Pipeline,-1,0
Project SEARCH,Siren Retail,-1,0
Caterpillar Product Services Corporation ( CPSC ),Linear Technology Corporation ( Linear ),-1,0
Wyman,WECC,-1,0
SUREFIL,LUMIALZA,-1,0
Gardein ( r ),GINGER ( r ),-1,0
Aimco,Altium Packaging,-1,0
Champion,"Allegion ( Overtur, ENGAGE )",-1,0
The Depository Trust and Clearing Corporation,Columbia Gas Transmission Corporation,-1,0
IUPK,EGP,-1,0
IT Service Management ( ITSM ),Measurement & Analytical Solutions,-1,0
Threadneedle Asset Management Holdings Sarl,Regions Wealth Management,-1,0
Adobe Systems Incorporated,Danaher Corporation,-1,0
Amazon. com,Hotels. com ( r ),-1,0
calvinklein. com,Hotels. com ( r ),-1,0
PSEG Fossil Sewaren Urban Renewal LLC,"ADP Strategic Plan Services, LLC",-1,0
Communications Assistance for Law Enforcement Act,Securities Exchange Act of 1934 ( 1934 Act ),-1,0
Circuit Court of Appeals,Board of Directors ( the Board ),-1,0
The Londoner Macao ( including the conversion of the Holiday Inn-branded rooms and suites to suites in The Londoner Macao Hotel ),North America ( see Note 6 of the Notes to Consolidated Financial Statements ),-1,0
FedEx OnSite,FedEx Ground U. S.,-1,0
Drug Applications,Occupational Safety and Health Act of 1970,-1,0
Commissioners,Credit Operations and Decision Management,-1,0
MSI,ERI,-1,0
Regional Clean Air Incentives Market,Registration of Veterinary Medicinal Products ( VICH ),-1,0
